Alpenglow LLM — 16-hop structural transitive reasoning training run
────────────────────────────────────────────────────────────────────
Date: 2026-04-09
Hardware: Apple M4 Mac mini, 16 GB unified memory
Model: 99,844 trainable parameters
Training set: 4,000 samples
Test set: 1,000 samples
Task: 16-hop structural transitive reasoning, binary classification
Chain length: 17 items per chain / 16 transitive edges
Vocabulary: 60 items
Inference mode (at test time): single forward pass, no chain-of-thought
Training schedule: cosine-annealed learning rate, 1000 epochs

Columns: epoch / train-loss / train-accuracy / test-accuracy / confusion-matrix / learning-rate / epoch-time / ETA-to-end

────────────────────────────────────────────────────────────────────

  epoch    1/1000 | trL=0.693 trA= 50.0% | teA= 46.8% | [TN=440 FN=505 FP= 27 TP= 28] | lr=1.00e-5 | ep=7.99s | eta=133.1m  ★ new best
  epoch  308/1000 | trL=0.228 trA= 99.1% | teA= 87.8% | [TN=453 FN=108 FP= 14 TP=425] | lr=8.30e-3 | ep=8.01s | eta=92.3m
  epoch  309/1000 | trL=0.228 trA= 99.0% | teA= 91.0% | [TN=400 FN= 23 FP= 67 TP=510] | lr=8.29e-3 | ep=7.94s | eta=92.1m
  epoch  310/1000 | trL=0.229 trA= 99.0% | teA= 89.7% | [TN=382 FN= 18 FP= 85 TP=515] | lr=8.28e-3 | ep=7.88s | eta=92.0m
  epoch  311/1000 | trL=0.226 trA= 99.2% | teA= 91.2% | [TN=427 FN= 48 FP= 40 TP=485] | lr=8.26e-3 | ep=8.21s | eta=91.9m
  epoch  312/1000 | trL=0.226 trA= 99.1% | teA= 91.2% | [TN=406 FN= 27 FP= 61 TP=506] | lr=8.25e-3 | ep=7.90s | eta=91.7m
  epoch  313/1000 | trL=0.226 trA= 99.0% | teA= 91.8% | [TN=421 FN= 36 FP= 46 TP=497] | lr=8.24e-3 | ep=7.90s | eta=91.6m  ★ new best
  epoch  314/1000 | trL=0.226 trA= 99.0% | teA= 91.1% | [TN=428 FN= 50 FP= 39 TP=483] | lr=8.23e-3 | ep=7.86s | eta=91.5m
  epoch  315/1000 | trL=0.226 trA= 99.0% | teA= 91.7% | [TN=414 FN= 30 FP= 53 TP=503] | lr=8.21e-3 | ep=7.98s | eta=91.3m
  epoch  316/1000 | trL=0.225 trA= 99.1% | teA= 90.3% | [TN=391 FN= 21 FP= 76 TP=512] | lr=8.20e-3 | ep=7.96s | eta=91.2m
  epoch  317/1000 | trL=0.224 trA= 98.8% | teA= 91.0% | [TN=435 FN= 58 FP= 32 TP=475] | lr=8.19e-3 | ep=7.96s | eta=91.1m
  epoch  318/1000 | trL=0.224 trA= 99.2% | teA= 91.7% | [TN=418 FN= 34 FP= 49 TP=499] | lr=8.18e-3 | ep=7.95s | eta=90.9m
  epoch  319/1000 | trL=0.224 trA= 99.2% | teA= 91.7% | [TN=414 FN= 30 FP= 53 TP=503] | lr=8.16e-3 | ep=8.01s | eta=90.8m
  epoch  320/1000 | trL=0.224 trA= 99.0% | teA= 91.5% | [TN=427 FN= 45 FP= 40 TP=488] | lr=8.15e-3 | ep=7.90s | eta=90.7m
  epoch  321/1000 | trL=0.223 trA= 99.2% | teA= 91.3% | [TN=406 FN= 26 FP= 61 TP=507] | lr=8.14e-3 | ep=7.89s | eta=90.5m
  epoch  322/1000 | trL=0.224 trA= 98.9% | teA= 91.7% | [TN=411 FN= 27 FP= 56 TP=506] | lr=8.12e-3 | ep=7.99s | eta=90.4m
  epoch  323/1000 | trL=0.222 trA= 99.0% | teA= 90.8% | [TN=444 FN= 69 FP= 23 TP=464] | lr=8.11e-3 | ep=8.52s | eta=90.3m
  epoch  324/1000 | trL=0.222 trA= 99.2% | teA= 91.1% | [TN=440 FN= 62 FP= 27 TP=471] | lr=8.10e-3 | ep=8.62s | eta=90.2m
  epoch  325/1000 | trL=0.221 trA= 98.9% | teA= 91.9% | [TN=418 FN= 32 FP= 49 TP=501] | lr=8.09e-3 | ep=8.20s | eta=90.0m  ★ new best
  epoch  326/1000 | trL=0.220 trA= 99.0% | teA= 90.9% | [TN=441 FN= 65 FP= 26 TP=468] | lr=8.07e-3 | ep=8.10s | eta=89.9m
  epoch  327/1000 | trL=0.220 trA= 99.1% | teA= 91.7% | [TN=412 FN= 28 FP= 55 TP=505] | lr=8.06e-3 | ep=7.97s | eta=89.8m
  epoch  328/1000 | trL=0.220 trA= 99.1% | teA= 91.9% | [TN=424 FN= 38 FP= 43 TP=495] | lr=8.05e-3 | ep=8.20s | eta=89.6m
  epoch  329/1000 | trL=0.220 trA= 99.0% | teA= 91.6% | [TN=428 FN= 45 FP= 39 TP=488] | lr=8.03e-3 | ep=8.27s | eta=89.5m
  epoch  330/1000 | trL=0.219 trA= 99.2% | teA= 91.3% | [TN=430 FN= 50 FP= 37 TP=483] | lr=8.02e-3 | ep=8.50s | eta=89.4m
  epoch  331/1000 | trL=0.219 trA= 99.0% | teA= 92.0% | [TN=426 FN= 39 FP= 41 TP=494] | lr=8.01e-3 | ep=7.97s | eta=89.3m  ★ new best
  epoch  332/1000 | trL=0.219 trA= 99.0% | teA= 91.3% | [TN=430 FN= 50 FP= 37 TP=483] | lr=7.99e-3 | ep=7.90s | eta=89.1m
  epoch  333/1000 | trL=0.218 trA= 99.1% | teA= 90.8% | [TN=396 FN= 21 FP= 71 TP=512] | lr=7.98e-3 | ep=8.02s | eta=89.0m
  epoch  334/1000 | trL=0.217 trA= 99.4% | teA= 92.0% | [TN=426 FN= 39 FP= 41 TP=494] | lr=7.97e-3 | ep=9.17s | eta=88.9m
  epoch  335/1000 | trL=0.216 trA= 99.3% | teA= 91.4% | [TN=404 FN= 23 FP= 63 TP=510] | lr=7.95e-3 | ep=8.12s | eta=88.8m
  epoch  336/1000 | trL=0.216 trA= 99.2% | teA= 87.4% | [TN=453 FN=112 FP= 14 TP=421] | lr=7.94e-3 | ep=7.91s | eta=88.6m
  epoch  337/1000 | trL=0.216 trA= 99.1% | teA= 91.7% | [TN=411 FN= 27 FP= 56 TP=506] | lr=7.93e-3 | ep=7.89s | eta=88.5m
  epoch  338/1000 | trL=0.216 trA= 99.3% | teA= 91.7% | [TN=411 FN= 27 FP= 56 TP=506] | lr=7.91e-3 | ep=7.90s | eta=88.4m
  epoch  339/1000 | trL=0.215 trA= 99.2% | teA= 92.1% | [TN=427 FN= 39 FP= 40 TP=494] | lr=7.90e-3 | ep=7.88s | eta=88.2m  ★ new best
  epoch  340/1000 | trL=0.215 trA= 99.1% | teA= 92.0% | [TN=424 FN= 37 FP= 43 TP=496] | lr=7.89e-3 | ep=7.87s | eta=88.1m
  epoch  341/1000 | trL=0.214 trA= 99.2% | teA= 90.7% | [TN=394 FN= 20 FP= 73 TP=513] | lr=7.87e-3 | ep=8.03s | eta=88.0m
  epoch  342/1000 | trL=0.214 trA= 99.2% | teA= 91.9% | [TN=416 FN= 30 FP= 51 TP=503] | lr=7.86e-3 | ep=7.88s | eta=87.8m
  epoch  343/1000 | trL=0.214 trA= 99.3% | teA= 90.8% | [TN=396 FN= 21 FP= 71 TP=512] | lr=7.85e-3 | ep=7.86s | eta=87.7m
  epoch  344/1000 | trL=0.213 trA= 99.2% | teA= 91.8% | [TN=413 FN= 28 FP= 54 TP=505] | lr=7.83e-3 | ep=7.86s | eta=87.5m
  epoch  345/1000 | trL=0.212 trA= 99.1% | teA= 90.4% | [TN=449 FN= 78 FP= 18 TP=455] | lr=7.82e-3 | ep=7.92s | eta=87.4m
  epoch  346/1000 | trL=0.212 trA= 99.2% | teA= 91.4% | [TN=434 FN= 53 FP= 33 TP=480] | lr=7.81e-3 | ep=7.86s | eta=87.3m
  epoch  347/1000 | trL=0.212 trA= 99.3% | teA= 91.9% | [TN=418 FN= 32 FP= 49 TP=501] | lr=7.79e-3 | ep=7.92s | eta=87.1m
  epoch  348/1000 | trL=0.212 trA= 99.3% | teA= 92.1% | [TN=427 FN= 39 FP= 40 TP=494] | lr=7.78e-3 | ep=7.86s | eta=87.0m
  epoch  349/1000 | trL=0.211 trA= 99.2% | teA= 92.0% | [TN=424 FN= 37 FP= 43 TP=496] | lr=7.76e-3 | ep=8.41s | eta=86.9m
  epoch  350/1000 | trL=0.211 trA= 99.2% | teA= 92.0% | [TN=418 FN= 31 FP= 49 TP=502] | lr=7.75e-3 | ep=7.92s | eta=86.7m
  epoch  351/1000 | trL=0.210 trA= 99.3% | teA= 92.2% | [TN=424 FN= 35 FP= 43 TP=498] | lr=7.74e-3 | ep=7.92s | eta=86.6m  ★ new best
  epoch  352/1000 | trL=0.211 trA= 99.1% | teA= 92.2% | [TN=428 FN= 39 FP= 39 TP=494] | lr=7.72e-3 | ep=7.99s | eta=86.5m
  epoch  353/1000 | trL=0.210 trA= 99.3% | teA= 92.0% | [TN=416 FN= 29 FP= 51 TP=504] | lr=7.71e-3 | ep=8.18s | eta=86.3m
  epoch  354/1000 | trL=0.209 trA= 99.4% | teA= 92.0% | [TN=418 FN= 31 FP= 49 TP=502] | lr=7.70e-3 | ep=7.90s | eta=86.2m
  epoch  355/1000 | trL=0.209 trA= 99.4% | teA= 91.3% | [TN=444 FN= 64 FP= 23 TP=469] | lr=7.68e-3 | ep=7.89s | eta=86.1m
  epoch  356/1000 | trL=0.208 trA= 99.3% | teA= 91.4% | [TN=445 FN= 64 FP= 22 TP=469] | lr=7.67e-3 | ep=8.07s | eta=85.9m
  epoch  357/1000 | trL=0.208 trA= 99.3% | teA= 92.1% | [TN=416 FN= 28 FP= 51 TP=505] | lr=7.65e-3 | ep=8.20s | eta=85.8m
  epoch  358/1000 | trL=0.208 trA= 99.3% | teA= 92.3% | [TN=428 FN= 38 FP= 39 TP=495] | lr=7.64e-3 | ep=8.12s | eta=85.7m  ★ new best
  epoch  359/1000 | trL=0.207 trA= 99.4% | teA= 91.5% | [TN=403 FN= 21 FP= 64 TP=512] | lr=7.63e-3 | ep=7.99s | eta=85.5m
  epoch  360/1000 | trL=0.207 trA= 99.3% | teA= 91.8% | [TN=412 FN= 27 FP= 55 TP=506] | lr=7.61e-3 | ep=8.11s | eta=85.4m
  epoch  361/1000 | trL=0.206 trA= 99.4% | teA= 92.3% | [TN=428 FN= 38 FP= 39 TP=495] | lr=7.60e-3 | ep=7.88s | eta=85.3m
  epoch  362/1000 | trL=0.206 trA= 99.4% | teA= 92.1% | [TN=416 FN= 28 FP= 51 TP=505] | lr=7.58e-3 | ep=8.25s | eta=85.1m
  epoch  363/1000 | trL=0.206 trA= 99.3% | teA= 91.8% | [TN=437 FN= 52 FP= 30 TP=481] | lr=7.57e-3 | ep=7.89s | eta=85.0m
  epoch  364/1000 | trL=0.206 trA= 99.3% | teA= 91.3% | [TN=447 FN= 67 FP= 20 TP=466] | lr=7.55e-3 | ep=7.84s | eta=84.9m
  epoch  365/1000 | trL=0.206 trA= 99.3% | teA= 91.9% | [TN=417 FN= 31 FP= 50 TP=502] | lr=7.54e-3 | ep=7.86s | eta=84.7m
  epoch  366/1000 | trL=0.205 trA= 99.2% | teA= 90.9% | [TN=397 FN= 21 FP= 70 TP=512] | lr=7.53e-3 | ep=7.84s | eta=84.6m
  epoch  367/1000 | trL=0.204 trA= 99.4% | teA= 91.4% | [TN=447 FN= 66 FP= 20 TP=467] | lr=7.51e-3 | ep=7.95s | eta=84.5m
  epoch  368/1000 | trL=0.204 trA= 99.3% | teA= 92.3% | [TN=426 FN= 36 FP= 41 TP=497] | lr=7.50e-3 | ep=7.97s | eta=84.3m
  epoch  369/1000 | trL=0.203 trA= 99.3% | teA= 91.8% | [TN=437 FN= 52 FP= 30 TP=481] | lr=7.48e-3 | ep=7.85s | eta=84.2m
  epoch  370/1000 | trL=0.204 trA= 99.4% | teA= 89.7% | [TN=452 FN= 88 FP= 15 TP=445] | lr=7.47e-3 | ep=7.85s | eta=84.0m
  epoch  371/1000 | trL=0.203 trA= 99.3% | teA= 91.6% | [TN=439 FN= 56 FP= 28 TP=477] | lr=7.45e-3 | ep=7.87s | eta=83.9m
  epoch  372/1000 | trL=0.203 trA= 99.3% | teA= 91.0% | [TN=449 FN= 72 FP= 18 TP=461] | lr=7.44e-3 | ep=7.84s | eta=83.8m
  epoch  373/1000 | trL=0.202 trA= 99.4% | teA= 84.6% | [TN=456 FN=143 FP= 11 TP=390] | lr=7.43e-3 | ep=7.85s | eta=83.6m
  epoch  374/1000 | trL=0.203 trA= 99.4% | teA= 92.0% | [TN=415 FN= 28 FP= 52 TP=505] | lr=7.41e-3 | ep=7.85s | eta=83.5m
  epoch  375/1000 | trL=0.201 trA= 99.4% | teA= 92.0% | [TN=432 FN= 45 FP= 35 TP=488] | lr=7.40e-3 | ep=7.94s | eta=83.4m
  epoch  376/1000 | trL=0.202 trA= 99.4% | teA= 92.2% | [TN=424 FN= 35 FP= 43 TP=498] | lr=7.38e-3 | ep=7.88s | eta=83.2m
  epoch  377/1000 | trL=0.201 trA= 99.4% | teA= 91.8% | [TN=441 FN= 56 FP= 26 TP=477] | lr=7.37e-3 | ep=7.84s | eta=83.1m
  epoch  378/1000 | trL=0.201 trA= 99.5% | teA= 92.1% | [TN=412 FN= 24 FP= 55 TP=509] | lr=7.35e-3 | ep=8.39s | eta=83.0m
  epoch  379/1000 | trL=0.200 trA= 99.3% | teA= 92.1% | [TN=412 FN= 24 FP= 55 TP=509] | lr=7.34e-3 | ep=8.15s | eta=82.8m
  epoch  380/1000 | trL=0.200 trA= 99.6% | teA= 92.2% | [TN=424 FN= 35 FP= 43 TP=498] | lr=7.32e-3 | ep=8.00s | eta=82.7m
  epoch  381/1000 | trL=0.200 trA= 99.5% | teA= 89.8% | [TN=453 FN= 88 FP= 14 TP=445] | lr=7.31e-3 | ep=7.96s | eta=82.6m
  epoch  382/1000 | trL=0.200 trA= 99.6% | teA= 91.7% | [TN=447 FN= 63 FP= 20 TP=470] | lr=7.29e-3 | ep=7.97s | eta=82.4m
  epoch  383/1000 | trL=0.199 trA= 99.2% | teA= 90.9% | [TN=393 FN= 17 FP= 74 TP=516] | lr=7.28e-3 | ep=7.98s | eta=82.3m
  epoch  384/1000 | trL=0.199 trA= 99.4% | teA= 92.1% | [TN=437 FN= 49 FP= 30 TP=484] | lr=7.27e-3 | ep=7.96s | eta=82.2m
  epoch  385/1000 | trL=0.199 trA= 99.4% | teA= 92.2% | [TN=420 FN= 31 FP= 47 TP=502] | lr=7.25e-3 | ep=8.01s | eta=82.0m
  epoch  386/1000 | trL=0.198 trA= 99.3% | teA= 91.3% | [TN=449 FN= 69 FP= 18 TP=464] | lr=7.24e-3 | ep=7.86s | eta=81.9m
  epoch  387/1000 | trL=0.198 trA= 99.4% | teA= 92.1% | [TN=434 FN= 46 FP= 33 TP=487] | lr=7.22e-3 | ep=7.86s | eta=81.8m
  epoch  388/1000 | trL=0.198 trA= 99.6% | teA= 92.4% | [TN=437 FN= 46 FP= 30 TP=487] | lr=7.21e-3 | ep=7.87s | eta=81.6m  ★ new best
  epoch  389/1000 | trL=0.197 trA= 99.4% | teA= 92.1% | [TN=412 FN= 24 FP= 55 TP=509] | lr=7.19e-3 | ep=7.95s | eta=81.5m
  epoch  390/1000 | trL=0.197 trA= 99.5% | teA= 92.4% | [TN=437 FN= 46 FP= 30 TP=487] | lr=7.18e-3 | ep=8.15s | eta=81.4m
  epoch  391/1000 | trL=0.197 trA= 99.5% | teA= 92.0% | [TN=438 FN= 51 FP= 29 TP=482] | lr=7.16e-3 | ep=7.92s | eta=81.2m
  epoch  392/1000 | trL=0.196 trA= 99.4% | teA= 92.2% | [TN=432 FN= 43 FP= 35 TP=490] | lr=7.15e-3 | ep=8.60s | eta=81.1m
  epoch  393/1000 | trL=0.196 trA= 99.5% | teA= 91.9% | [TN=438 FN= 52 FP= 29 TP=481] | lr=7.13e-3 | ep=8.17s | eta=81.0m
  epoch  394/1000 | trL=0.196 trA= 99.6% | teA= 89.9% | [TN=452 FN= 86 FP= 15 TP=447] | lr=7.12e-3 | ep=8.14s | eta=80.8m
  epoch  395/1000 | trL=0.196 trA= 99.5% | teA= 92.3% | [TN=431 FN= 41 FP= 36 TP=492] | lr=7.10e-3 | ep=8.21s | eta=80.7m
  epoch  396/1000 | trL=0.195 trA= 99.5% | teA= 92.1% | [TN=416 FN= 28 FP= 51 TP=505] | lr=7.09e-3 | ep=8.22s | eta=80.6m
  epoch  397/1000 | trL=0.194 trA= 99.5% | teA= 92.1% | [TN=438 FN= 50 FP= 29 TP=483] | lr=7.07e-3 | ep=8.28s | eta=80.5m
  epoch  398/1000 | trL=0.194 trA= 99.4% | teA= 92.2% | [TN=418 FN= 29 FP= 49 TP=504] | lr=7.06e-3 | ep=8.39s | eta=80.3m
  epoch  399/1000 | trL=0.194 trA= 99.4% | teA= 92.2% | [TN=434 FN= 45 FP= 33 TP=488] | lr=7.04e-3 | ep=8.50s | eta=80.2m
  epoch  400/1000 | trL=0.193 trA= 99.5% | teA= 90.5% | [TN=386 FN= 14 FP= 81 TP=519] | lr=7.03e-3 | ep=8.05s | eta=80.1m
  epoch  401/1000 | trL=0.194 trA= 99.5% | teA= 92.3% | [TN=420 FN= 30 FP= 47 TP=503] | lr=7.01e-3 | ep=8.18s | eta=80.0m
  epoch  402/1000 | trL=0.194 trA= 99.5% | teA= 91.1% | [TN=397 FN= 19 FP= 70 TP=514] | lr=7.00e-3 | ep=8.09s | eta=79.8m
  epoch  403/1000 | trL=0.193 trA= 99.4% | teA= 91.7% | [TN=449 FN= 65 FP= 18 TP=468] | lr=6.98e-3 | ep=7.89s | eta=79.7m
  epoch  404/1000 | trL=0.193 trA= 99.5% | teA= 92.2% | [TN=445 FN= 56 FP= 22 TP=477] | lr=6.97e-3 | ep=7.86s | eta=79.6m
  epoch  405/1000 | trL=0.193 trA= 99.6% | teA= 92.3% | [TN=423 FN= 33 FP= 44 TP=500] | lr=6.95e-3 | ep=8.16s | eta=79.4m
  epoch  406/1000 | trL=0.192 trA= 99.5% | teA= 92.4% | [TN=433 FN= 42 FP= 34 TP=491] | lr=6.94e-3 | ep=7.90s | eta=79.3m
  epoch  407/1000 | trL=0.191 trA= 99.5% | teA= 92.3% | [TN=420 FN= 30 FP= 47 TP=503] | lr=6.92e-3 | ep=7.87s | eta=79.1m
  epoch  408/1000 | trL=0.192 trA= 99.6% | teA= 92.3% | [TN=420 FN= 30 FP= 47 TP=503] | lr=6.91e-3 | ep=7.86s | eta=79.0m
  epoch  409/1000 | trL=0.191 trA= 99.6% | teA= 92.3% | [TN=432 FN= 42 FP= 35 TP=491] | lr=6.89e-3 | ep=7.86s | eta=78.9m
  epoch  410/1000 | trL=0.191 trA= 99.3% | teA= 92.8% | [TN=431 FN= 36 FP= 36 TP=497] | lr=6.87e-3 | ep=7.92s | eta=78.7m  ★ new best
  epoch  411/1000 | trL=0.191 trA= 99.5% | teA= 92.5% | [TN=427 FN= 35 FP= 40 TP=498] | lr=6.86e-3 | ep=7.87s | eta=78.6m
  epoch  412/1000 | trL=0.190 trA= 99.6% | teA= 92.4% | [TN=424 FN= 33 FP= 43 TP=500] | lr=6.84e-3 | ep=8.01s | eta=78.5m
  epoch  413/1000 | trL=0.190 trA= 99.6% | teA= 92.6% | [TN=428 FN= 35 FP= 39 TP=498] | lr=6.83e-3 | ep=8.35s | eta=78.3m
  epoch  414/1000 | trL=0.189 trA= 99.6% | teA= 92.3% | [TN=411 FN= 21 FP= 56 TP=512] | lr=6.81e-3 | ep=7.92s | eta=78.2m
  epoch  415/1000 | trL=0.190 trA= 99.5% | teA= 92.4% | [TN=432 FN= 41 FP= 35 TP=492] | lr=6.80e-3 | ep=7.86s | eta=78.1m
  epoch  416/1000 | trL=0.190 trA= 99.6% | teA= 92.6% | [TN=428 FN= 35 FP= 39 TP=498] | lr=6.78e-3 | ep=7.90s | eta=77.9m
  epoch  417/1000 | trL=0.188 trA= 99.5% | teA= 92.6% | [TN=431 FN= 38 FP= 36 TP=495] | lr=6.77e-3 | ep=8.03s | eta=77.8m
  epoch  418/1000 | trL=0.189 trA= 99.5% | teA= 92.6% | [TN=431 FN= 38 FP= 36 TP=495] | lr=6.75e-3 | ep=7.91s | eta=77.7m
  epoch  419/1000 | trL=0.189 trA= 99.6% | teA= 92.6% | [TN=435 FN= 42 FP= 32 TP=491] | lr=6.74e-3 | ep=7.83s | eta=77.5m
  epoch  420/1000 | trL=0.188 trA= 99.5% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=6.72e-3 | ep=7.92s | eta=77.4m  ★ new best
  epoch  421/1000 | trL=0.188 trA= 99.4% | teA= 92.1% | [TN=409 FN= 21 FP= 58 TP=512] | lr=6.70e-3 | ep=7.98s | eta=77.3m
  epoch  422/1000 | trL=0.188 trA= 99.7% | teA= 92.3% | [TN=423 FN= 33 FP= 44 TP=500] | lr=6.69e-3 | ep=8.11s | eta=77.1m
  epoch  423/1000 | trL=0.188 trA= 99.5% | teA= 92.3% | [TN=412 FN= 22 FP= 55 TP=511] | lr=6.67e-3 | ep=8.05s | eta=77.0m
  epoch  424/1000 | trL=0.187 trA= 99.6% | teA= 92.5% | [TN=431 FN= 39 FP= 36 TP=494] | lr=6.66e-3 | ep=7.88s | eta=76.9m
  epoch  425/1000 | trL=0.186 trA= 99.6% | teA= 92.6% | [TN=431 FN= 38 FP= 36 TP=495] | lr=6.64e-3 | ep=7.90s | eta=76.7m
  epoch  426/1000 | trL=0.187 trA= 99.6% | teA= 92.0% | [TN=408 FN= 21 FP= 59 TP=512] | lr=6.63e-3 | ep=7.89s | eta=76.6m
  epoch  427/1000 | trL=0.186 trA= 99.7% | teA= 92.4% | [TN=433 FN= 42 FP= 34 TP=491] | lr=6.61e-3 | ep=8.01s | eta=76.5m
  epoch  428/1000 | trL=0.187 trA= 99.6% | teA= 92.0% | [TN=448 FN= 61 FP= 19 TP=472] | lr=6.60e-3 | ep=8.71s | eta=76.3m
  epoch  429/1000 | trL=0.185 trA= 99.6% | teA= 92.3% | [TN=420 FN= 30 FP= 47 TP=503] | lr=6.58e-3 | ep=7.89s | eta=76.2m
  epoch  430/1000 | trL=0.186 trA= 99.6% | teA= 92.4% | [TN=415 FN= 24 FP= 52 TP=509] | lr=6.56e-3 | ep=7.86s | eta=76.1m
  epoch  431/1000 | trL=0.185 trA= 99.6% | teA= 92.4% | [TN=439 FN= 48 FP= 28 TP=485] | lr=6.55e-3 | ep=7.88s | eta=75.9m
  epoch  432/1000 | trL=0.185 trA= 99.5% | teA= 92.3% | [TN=423 FN= 33 FP= 44 TP=500] | lr=6.53e-3 | ep=7.87s | eta=75.8m
  epoch  433/1000 | trL=0.184 trA= 99.5% | teA= 92.8% | [TN=430 FN= 35 FP= 37 TP=498] | lr=6.52e-3 | ep=7.87s | eta=75.7m
  epoch  434/1000 | trL=0.185 trA= 99.6% | teA= 90.4% | [TN=380 FN=  9 FP= 87 TP=524] | lr=6.50e-3 | ep=7.99s | eta=75.5m
  epoch  435/1000 | trL=0.184 trA= 99.7% | teA= 92.0% | [TN=448 FN= 61 FP= 19 TP=472] | lr=6.49e-3 | ep=8.22s | eta=75.4m
  epoch  436/1000 | trL=0.184 trA= 99.5% | teA= 91.9% | [TN=405 FN= 19 FP= 62 TP=514] | lr=6.47e-3 | ep=7.95s | eta=75.3m
  epoch  437/1000 | trL=0.184 trA= 99.5% | teA= 92.6% | [TN=428 FN= 35 FP= 39 TP=498] | lr=6.45e-3 | ep=7.89s | eta=75.1m
  epoch  438/1000 | trL=0.183 trA= 99.7% | teA= 88.8% | [TN=454 FN= 99 FP= 13 TP=434] | lr=6.44e-3 | ep=8.01s | eta=75.0m
  epoch  439/1000 | trL=0.184 trA= 99.6% | teA= 92.4% | [TN=420 FN= 29 FP= 47 TP=504] | lr=6.42e-3 | ep=8.15s | eta=74.9m
  epoch  440/1000 | trL=0.183 trA= 99.6% | teA= 90.2% | [TN=378 FN=  9 FP= 89 TP=524] | lr=6.41e-3 | ep=8.46s | eta=74.7m
  epoch  441/1000 | trL=0.183 trA= 99.6% | teA= 92.4% | [TN=443 FN= 52 FP= 24 TP=481] | lr=6.39e-3 | ep=8.27s | eta=74.6m
  epoch  442/1000 | trL=0.183 trA= 99.6% | teA= 92.8% | [TN=431 FN= 36 FP= 36 TP=497] | lr=6.37e-3 | ep=8.46s | eta=74.5m
  epoch  443/1000 | trL=0.182 trA= 99.5% | teA= 92.5% | [TN=417 FN= 25 FP= 50 TP=508] | lr=6.36e-3 | ep=8.27s | eta=74.4m
  epoch  444/1000 | trL=0.183 trA= 99.5% | teA= 92.6% | [TN=418 FN= 25 FP= 49 TP=508] | lr=6.34e-3 | ep=8.58s | eta=74.2m
  epoch  445/1000 | trL=0.183 trA= 99.6% | teA= 92.8% | [TN=431 FN= 36 FP= 36 TP=497] | lr=6.33e-3 | ep=8.20s | eta=74.1m
  epoch  446/1000 | trL=0.182 trA= 99.7% | teA= 92.6% | [TN=439 FN= 46 FP= 28 TP=487] | lr=6.31e-3 | ep=8.02s | eta=74.0m
  epoch  447/1000 | trL=0.182 trA= 99.6% | teA= 92.4% | [TN=439 FN= 48 FP= 28 TP=485] | lr=6.30e-3 | ep=7.86s | eta=73.8m
  epoch  448/1000 | trL=0.181 trA= 99.6% | teA= 92.3% | [TN=412 FN= 22 FP= 55 TP=511] | lr=6.28e-3 | ep=7.85s | eta=73.7m
  epoch  449/1000 | trL=0.181 trA= 99.5% | teA= 92.5% | [TN=417 FN= 25 FP= 50 TP=508] | lr=6.26e-3 | ep=7.86s | eta=73.6m
  epoch  450/1000 | trL=0.181 trA= 99.6% | teA= 92.6% | [TN=426 FN= 33 FP= 41 TP=500] | lr=6.25e-3 | ep=8.04s | eta=73.4m
  epoch  451/1000 | trL=0.180 trA= 99.6% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=6.23e-3 | ep=7.88s | eta=73.3m
  epoch  452/1000 | trL=0.180 trA= 99.6% | teA= 92.2% | [TN=421 FN= 32 FP= 46 TP=501] | lr=6.22e-3 | ep=7.86s | eta=73.2m
  epoch  453/1000 | trL=0.180 trA= 99.7% | teA= 92.7% | [TN=433 FN= 39 FP= 34 TP=494] | lr=6.20e-3 | ep=7.87s | eta=73.0m
  epoch  454/1000 | trL=0.180 trA= 99.7% | teA= 92.4% | [TN=447 FN= 56 FP= 20 TP=477] | lr=6.18e-3 | ep=7.87s | eta=72.9m
  epoch  455/1000 | trL=0.180 trA= 99.6% | teA= 92.6% | [TN=446 FN= 53 FP= 21 TP=480] | lr=6.17e-3 | ep=8.00s | eta=72.7m
  epoch  456/1000 | trL=0.179 trA= 99.6% | teA= 91.8% | [TN=404 FN= 19 FP= 63 TP=514] | lr=6.15e-3 | ep=7.86s | eta=72.6m
  epoch  457/1000 | trL=0.180 trA= 99.6% | teA= 92.4% | [TN=423 FN= 32 FP= 44 TP=501] | lr=6.13e-3 | ep=7.98s | eta=72.5m
  epoch  458/1000 | trL=0.179 trA= 99.7% | teA= 92.9% | [TN=431 FN= 35 FP= 36 TP=498] | lr=6.12e-3 | ep=7.87s | eta=72.3m
  epoch  459/1000 | trL=0.179 trA= 99.7% | teA= 92.8% | [TN=431 FN= 36 FP= 36 TP=497] | lr=6.10e-3 | ep=8.41s | eta=72.2m
  epoch  460/1000 | trL=0.179 trA= 99.6% | teA= 92.4% | [TN=420 FN= 29 FP= 47 TP=504] | lr=6.09e-3 | ep=7.98s | eta=72.1m
  epoch  461/1000 | trL=0.179 trA= 99.6% | teA= 92.8% | [TN=431 FN= 36 FP= 36 TP=497] | lr=6.07e-3 | ep=7.97s | eta=71.9m
  epoch  462/1000 | trL=0.178 trA= 99.7% | teA= 92.7% | [TN=427 FN= 33 FP= 40 TP=500] | lr=6.05e-3 | ep=7.92s | eta=71.8m
